seqnames	start	end	strand	region	assembly
chr1	43946450	43946949	+	IPO13	hg38
chr1	43969510	43970009	+	DPH2	hg38
chr1	43974460	43974959	+	ATP6V0B	hg38
chr1	43978710	43979209	+	B4GALT2	hg38
chr1	43991099	43991598	+	CCDC24	hg38
chr1	44031463	44031962	-	SLC6A9	hg38
chr1	44118321	44118820	+	KLF17	hg38
chr1	44141632	44142131	-	KLF18	hg38
chr1	44212971	44213470	+	DMAP1	hg38
chr1	44355258	44355757	-	ERI3	hg38
chr1	44404755	44405254	+	RNF220	hg38
chr1	44674482	44674981	-	TMEM53	hg38
chr1	44674214	44674713	+	ARMH1	hg38
chr1	44739337	44739836	+	KIF2C	hg38
chr1	44775040	44775539	+	RPS8	hg38
chr1	44788171	44788670	-	BEST4	hg38
chr1	44799877	44800376	+	PLK3	hg38
chr1	44807352	44807851	-	DYNLT4	hg38
chr1	44808023	44808522	+	BTBD19	hg38
chr1	44843254	44843753	-	PTCH2	hg38
chr1	44986596	44987095	-	EIF2B3	hg38
chr1	45011325	45011824	-	HECTD3	hg38
chr1	45011754	45012253	+	UROD	hg38
chr1	45206606	45207105	-	ZSWIM5	hg38
chr1	45326395	45326894	+	HPDL	hg38
chr1	45339971	45340470	-	MUTYH	hg38
chr1	45339670	45340169	+	TOE1	hg38
chr1	45491164	45491663	-	TESK2	hg38
chr1	45500074	45500573	-	CCDC163	hg38
chr1	45499800	45500299	+	MMACHC	hg38
chr1	45521885	45522384	-	PRDX1	hg38
chr1	45550326	45550825	+	AKR1A1	hg38
chr1	45583541	45584040	+	NASP	hg38
chr1	45624055	45624554	-	CCDC17	hg38
chr1	45686534	45687033	-	GPBP1L1	hg38
chr1	45687681	45688180	+	TMEM69	hg38
chr1	45750654	45751153	-	IPP	hg38
chr1	45803112	45803611	+	MAST2	hg38
chr1	46132630	46133129	-	PIK3R3	hg38
chr1	46174587	46175086	+	TSPAN1	hg38
chr1	46176489	46176988	-	P3R3URF	hg38
chr1	46198435	46198934	-	POMGNT1	hg38
chr1	46202834	46203333	+	LURAP1	hg38
chr1	46247263	46247762	+	RAD54L	hg38
chr1	46303617	46304116	-	LRRC41	hg38
chr1	46303198	46303697	+	UQCRH	hg38
chr1	46340307	46340806	+	NSUN4	hg38
chr1	46393817	46394316	+	FAAH	hg38
chr1	46489336	46489835	+	DMBX1	hg38
chr1	46535516	46536015	-	TMEM275	hg38
chr1	46551648	46552147	-	KNCN	hg38
chr1	46604269	46604768	-	MKNK1	hg38
chr1	46616812	46617311	-	MOB3C	hg38
chr1	46668365	46668864	-	ATPAF1	hg38
chr1	46671354	46671853	+	TEX38	hg38
chr1	46719115	46719614	-	EFCAB14	hg38
chr1	46798546	46799045	+	CYP4B1	hg38
chr1	46941477	46941976	-	CYP4A11	hg38
chr1	47023169	47023668	+	CYP4X1	hg38
chr1	47066731	47067230	+	CYP4Z1	hg38
chr1	47136941	47137440	+	CYP4A22	hg38
chr1	47190037	47190536	-	PDZK1IP1	hg38
chr1	47232226	47232725	-	TAL1	hg38
chr1	47314148	47314647	-	STIL	hg38
chr1	47333290	47333789	+	CMPK1	hg38
chr1	47415785	47416284	+	FOXE3	hg38
chr1	47437544	47438043	+	FOXD2	hg38
chr1	47997386	47997885	-	TRABD2B	hg38
chr1	48222216	48222715	+	SLC5A9	hg38
chr1	48472205	48472704	-	SPATA6	hg38
chr1	50023955	50024454	-	AGBL4	hg38
chr1	48776892	48777391	-	BEND5	hg38
chr1	50108420	50108919	+	ELAVL4	hg38
chr1	50423444	50423943	-	DMRTA2	hg38
chr1	50960268	50960767	-	FAF1	hg38
chr1	50969745	50970244	+	CDKN2C	hg38
chr1	51101728	51102227	+	C1orf185	hg38
chr1	51235773	51236272	+	RNF11	hg38
chr1	51330563	51331062	-	TTC39A	hg38
chr1	51519267	51519766	-	EPS15	hg38
chr1	51616592	51617091	+	OSBPL9	hg38
chr1	51878728	51879227	-	NRDC	hg38
chr1	51990701	51991200	-	RAB3B	hg38
chr1	52055192	52055691	-	TXNDC12	hg38
chr1	52033811	52034310	-	KTI12	hg38
chr1	52055795	52056294	+	BTF3L4	hg38
chr1	52141589	52142088	+	ZFYVE9	hg38
chr1	52366206	52366705	-	CC2D1B	hg38
chr1	52404424	52404923	-	ORC1	hg38
chr1	52404102	52404601	+	PRPF38A	hg38
chr1	52553093	52553592	-	TUT4	hg38
chr1	52601871	52602370	+	GPX7	hg38
chr1	52632668	52633167	+	SHISAL2A	hg38
chr1	52698348	52698847	-	COA7	hg38
chr1	52725953	52726452	+	ZYG11B	hg38
chr1	52842260	52842759	+	ZYG11A	hg38
chr1	52921741	52922240	-	ECHDC2	hg38
chr1	52926776	52927275	+	SCP2	hg38
chr1	53061713	53062212	+	PODN	hg38
chr1	53142639	53143138	-	SLC1A7	hg38
chr1	53196324	53196823	+	CPT2	hg38
chr1	53220635	53221134	-	CZIB	hg38
chr1	53238519	53239018	-	MAGOH	hg38
chr1	53328071	53328570	-	LRP8	hg38
chr1	53458899	53459398	+	DMRTB1	hg38
chr1	53739165	53739664	-	GLIS1	hg38
chr1	53838297	53838796	-	NDC1	hg38
chr1	53889798	53890297	-	YIPF1	hg38
chr1	53893687	53894186	+	DIO1	hg38
chr1	53945700	53946199	-	HSPB11	hg38
chr1	53945850	53946349	+	LRRC42	hg38
chr1	54018187	54018686	-	LDLRAD1	hg38
chr1	54053205	54053704	-	TMEM59	hg38
chr1	54053108	54053607	+	TCEANC2	hg38
chr1	54153001	54153500	-	CDCP2	hg38
chr1	54200031	54200530	-	CYB5RL	hg38
chr1	54199667	54200166	+	MRPL37	hg38
chr1	54406395	54406894	-	SSBP3	hg38
chr1	54547728	54548227	+	ACOT11	hg38
chr1	54623526	54624025	-	FAM151A	hg38
chr1	54641286	54641785	+	MROH7	hg38
chr1	54715361	54715860	+	TTC4	hg38
chr1	54764524	54765023	-	PARS2	hg38
chr1	54801324	54801823	-	TTC22	hg38
chr1	54805563	54806062	+	LEXM	hg38
chr1	54887196	54887695	-	DHCR24	hg38
chr1	54980128	54980627	+	TMEM61	hg38
chr1	54998433	54998932	+	BSND	hg38
chr1	55039048	55039547	+	PCSK9	hg38
chr1	55215365	55215864	-	USP24	hg38
chr1	56579564	56580063	-	PLPP3	hg38
chr1	56644814	56645313	+	PRKAA2	hg38
chr1	56819405	56819904	-	FYB2	hg38
chr1	56854297	56854796	+	C8A	hg38
chr1	56966016	56966515	-	C8B	hg38
chr1	57424061	57424560	-	DAB1	hg38
chr1	58546727	58547226	-	OMA1	hg38
chr1	58577253	58577752	-	TACSTD2	hg38
chr1	58700063	58700562	-	MYSM1	hg38
chr1	58784048	58784547	-	JUN	hg38
chr1	59296594	59297093	+	FGGY	hg38
chr1	59814449	59814948	+	HOOK1	hg38
chr1	59926774	59927273	-	CYP2J2	hg38
chr1	60073771	60074270	-	C1orf87	hg38
chr1	61082061	61082560	+	NFIA	hg38
chr1	61725142	61725641	-	TM2D1	hg38
chr1	61741980	61742479	+	PATJ	hg38
chr1	62194349	62194848	+	L1TD1	hg38
chr1	62319435	62319934	-	KANK4	hg38
chr1	62436549	62437048	+	USP1	hg38
chr1	62688387	62688886	-	DOCK7	hg38
chr1	62597020	62597519	+	ANGPTL3	hg38
chr1	62783632	62784131	+	ATG4C	hg38
chr1	63322067	63322566	+	FOXD3	hg38
chr1	63367127	63367626	+	ALG6	hg38
chr1	63523226	63523725	-	ITGB3BP	hg38
chr1	63523025	63523524	+	EFCAB7	hg38
chr1	63592911	63593410	+	PGM1	hg38
chr1	63773517	63774016	+	ROR1	hg38
chr1	64203123	64203622	+	UBE2U	hg38
chr1	64469629	64470128	+	CACHD1	hg38
chr1	64744575	64745074	+	RAVER2	hg38
chr1	64966550	64967049	-	JAK1	hg38
chr1	65147703	65148202	+	AK4	hg38
chr1	65309043	65309542	+	DNAJC6	hg38
chr1	65420168	65420667	+	LEPR	hg38
chr1	65420168	65420667	+	LEPROT	hg38
chr1	65792395	65792894	+	PDE4B	hg38
chr1	66533653	66534152	+	SGIP1	hg38
chr1	66751959	66752458	+	DYNLT5	hg38
chr1	66801277	66801776	-	INSL5	hg38
chr1	66924857	66925356	-	DNAI4	hg38
chr1	66924490	66924989	+	MIER1	hg38
chr1	67054149	67054648	-	SLC35D1	hg38
chr1	67134971	67135470	-	C1orf141	hg38
chr1	67165954	67166453	+	IL23R	hg38
chr1	67307373	67307872	+	IL12RB2	hg38
chr1	67430403	67430902	-	SERBP1	hg38
chr1	67684701	67685200	+	GADD45A	hg38
chr1	67833468	67833967	-	GNG12	hg38
chr1	68050628	68051127	-	DIRAS3	hg38
chr1	68232524	68233023	-	WLS	hg38
chr1	68449955	68450454	-	RPE65	hg38
chr1	68497083	68497582	-	DEPDC1	hg38
chr1	69567422	69567921	+	LRRC7	hg38
chr1	70205580	70206079	-	LRRC40	hg38
chr1	70220880	70221379	+	SRSF11	hg38
chr1	70354723	70355222	-	ANKRD13C	hg38
chr1	70410768	70411267	+	CTH	hg38
chr1	71047817	71048316	-	PTGER3	hg38
chr1	71081036	71081535	-	ZRANB2	hg38
chr1	72282540	72283039	-	NEGR1	hg38
chr1	74198177	74198676	-	LRRIQ3	hg38
chr1	74197742	74198241	+	FPGT	hg38
chr1	74234887	74235386	+	TNNI3K	hg38
chr1	74512612	74513111	-	LRRC53	hg38
chr1	74673793	74674292	-	ERICH3	hg38
chr1	74733051	74733550	-	CRYZ	hg38
chr1	74732652	74733151	+	TYW3	hg38
chr1	75133888	75134387	+	LHX8	hg38
chr1	75611115	75611614	-	SLC44A5	hg38
chr1	75724209	75724708	+	ACADM	hg38
chr1	75785756	75786255	+	RABGGTB	hg38
chr1	75796382	75796881	+	MSH4	hg38
chr1	75932405	75932904	-	ASB17	hg38
chr1	76074246	76074745	+	ST6GALNAC3	hg38
chr1	76866980	76867479	+	ST6GALNAC5	hg38
chr1	77219431	77219930	-	PIGK	hg38
chr1	77281519	77282018	+	AK5	hg38
chr1	77682659	77683158	-	ZZZ3	hg38
chr1	77759853	77760352	-	USP33	hg38
chr1	77779149	77779648	+	MIGA1	hg38
chr1	77888124	77888623	+	NEXN	hg38
chr1	77979073	77979572	-	FUBP1	hg38
chr1	78004439	78004938	+	DNAJB4	hg38
chr1	78045466	78045965	+	GIPC2	hg38
chr1	78490474	78490973	+	PTGFR	hg38
chr1	78619948	78620447	+	IFI44L	hg38
chr1	78649331	78649830	+	IFI44	hg38
chr1	79006731	79007230	-	ADGRL4	hg38
chr1	81800434	81800933	+	ADGRL2	hg38
chr1	83999133	83999632	-	TTLL7	hg38
chr1	84143771	84144270	+	PRKACB	hg38
chr1	84301208	84301707	+	SAMD13	hg38
chr1	84397984	84398483	+	DNASE2B	hg38
chr1	84478766	84479265	+	RPF1	hg38
chr1	84506582	84507081	-	GNG5	hg38
chr1	84505886	84506385	+	SPATA1	hg38
chr1	84574441	84574940	-	CTBS	hg38
chr1	84690462	84690961	-	SSX2IP	hg38
chr1	84893207	84893706	-	LPAR3	hg38
chr1	84997114	84997613	-	MCOLN2	hg38
chr1	85048501	85049000	-	MCOLN3	hg38
chr1	85061827	85062326	+	DNAI3	hg38
chr1	85201017	85201516	-	SYDE2	hg38
chr1	85259663	85260162	-	C1orf52	hg38
chr1	85276633	85277132	-	BCL10	hg38
chr1	85465160	85465659	-	DDAH1	hg38
chr1	85580261	85580760	+	CCN1	hg38
chr1	85708434	85708933	-	ZNHIT6	hg38
chr1	86156773	86157272	-	COL24A1	hg38
chr1	86396324	86396823	-	ODF2L	hg38
chr1	86423671	86424170	+	CLCA2	hg38
chr1	86468427	86468926	+	CLCA1	hg38
chr1	86546578	86547077	+	CLCA4	hg38
chr1	86704076	86704575	+	SH3GLB1	hg38
chr1	86914127	86914626	-	SELENOF	hg38
chr1	86914135	86914634	+	HS2ST1	hg38
chr1	87328380	87328879	+	LMO4	hg38
chr1	88683773	88684272	+	PKN2	hg38
chr1	88891568	88892067	-	GTF2B	hg38
chr1	88992630	88993129	-	KYAT3	hg38
chr1	88992630	88993129	-	RBMXL1	hg38
chr1	89022867	89023366	-	GBP3	hg38
chr1	89065209	89065708	-	GBP1	hg38
chr1	89126115	89126614	-	GBP2	hg38
chr1	89176004	89176503	-	GBP7	hg38
chr1	89198943	89199442	-	GBP4	hg38
chr1	89272861	89273360	-	GBP5	hg38
chr1	89363559	89364058	+	GBP6	hg38
chr1	89524329	89524828	+	LRRC8B	hg38
chr1	89632620	89633119	+	LRRC8C	hg38
chr1	89820532	89821031	+	LRRC8D	hg38
chr1	89994610	89995109	+	ZNF326	hg38
chr1	90717303	90717802	-	BARHL2	hg38
chr1	91022036	91022535	-	ZNF644	hg38
chr1	91404838	91405337	-	HFM1	hg38
chr1	91500351	91500850	+	CDC7	hg38
chr1	91886152	91886651	-	TGFBR3	hg38
chr1	91948901	91949400	+	BRDT	hg38
chr1	92029485	92029984	+	EPHX4	hg38
chr1	92075412	92075911	-	SETSIP	hg38
chr1	92079845	92080344	+	BTBD8	hg38
chr1	92217415	92217914	+	C1orf146	hg38
chr1	92298988	92299487	-	GLMN	hg38
chr1	92298559	92299058	+	RPAP2	hg38
chr1	92486926	92487425	-	GFI1	hg38
chr1	92785109	92785608	-	EVI5	hg38
chr1	92831540	92832039	+	RPL5	hg38
chr1	92961463	92961962	-	DIPK1A	hg38
chr1	93078783	93079282	+	MTF2	hg38
chr1	93180414	93180913	-	TMED5	hg38
chr1	93180224	93180723	+	CCDC18	hg38
chr1	93345407	93345906	+	DR1	hg38
chr1	93447618	93448117	+	FNBP1L	hg38
chr1	93681838	93682337	-	BCAR3	hg38
chr1	93879207	93879706	-	DNTTIP2	hg38
chr1	93909431	93909930	-	GCLM	hg38
chr1	94121149	94121648	-	ABCA4	hg38
chr1	94237585	94238084	-	ARHGAP29	hg38
chr1	94417889	94418388	+	ABCD3	hg38
chr1	94541760	94542259	-	F3	hg38
chr1	94819857	94820356	+	SLC44A3	hg38
chr1	94927111	94927610	-	CNN3	hg38
chr1	95072952	95073451	-	ALG14	hg38
chr1	95116855	95117354	+	TLCD4	hg38
chr1	95233710	95234209	+	RWDD3	hg38
chr1	96721284	96721783	+	PTBP2	hg38
chr1	97921035	97921534	-	DPYD	hg38
chr1	98661221	98661720	+	SNX7	hg38
chr1	99004862	99005361	-	PLPPR5	hg38
chr1	99263992	99264491	+	PLPPR4	hg38
chr1	99645613	99646112	+	PALMD	hg38
chr1	99766636	99767135	-	FRRS1	hg38
chr1	99849861	99850360	+	AGL	hg38
chr1	99969496	99969995	+	SLC35A3	hg38
chr1	100037595	100038094	+	MFSD14A	hg38
chr1	100132931	100133430	-	SASS6	hg38
chr1	100132663	100133162	+	TRMT13	hg38
chr1	100178257	100178756	-	LRRC39	hg38
chr1	100249835	100250334	-	DBT	hg38
chr1	100265716	100266215	+	RTCA	hg38
chr1	100352006	100352505	+	CDC14A	hg38
chr1	100537639	100538138	+	GPR88	hg38
chr1	100719242	100719741	+	VCAM1	hg38
chr1	100894843	100895342	-	EXTL2	hg38
chr1	100895590	100896089	+	SLC30A7	hg38
chr1	101025785	101026284	-	DPH5	hg38
chr1	101236519	101237018	+	S1PR1	hg38
chr1	101996927	101997426	-	OLFM3	hg38
chr1	103108523	103109022	-	COL11A1	hg38
chr1	103525199	103525698	+	RNPC3	hg38
chr1	103571089	103571588	+	AMY2B	hg38
chr1	103616927	103617426	+	AMY2A	hg38
chr1	103655260	103655759	+	AMY1A	hg38
chr1	103696211	103696710	-	AMY1B	hg38
chr1	103749398	103749897	+	AMY1C	hg38
chr1	107056174	107056673	+	PRMT6	hg38
chr1	107140539	107141038	+	NTNG1	hg38
chr1	107965181	107965680	-	VAV3	hg38
chr1	108200344	108200843	-	SLC25A24	hg38
chr1	108244077	108244576	-	NBPF4	hg38
chr1	108449843	108450342	+	NBPF6	hg38
chr1	108559600	108560099	+	FAM102B	hg38
chr1	108661094	108661593	-	HENMT1	hg38
chr1	108691810	108692309	+	PRPF38B	hg38
chr1	108712408	108712907	+	FNDC7	hg38
chr1	108746174	108746673	+	STXBP3	hg38
chr1	108857095	108857594	-	AKNAD1	hg38
chr1	108876485	108876984	+	GPSM2	hg38
chr1	108963485	108963984	-	CLCC1	hg38
chr1	109042103	109042602	-	WDR47	hg38
chr1	109076004	109076503	-	TAF13	hg38
chr1	109090264	109090763	+	TMEM167B	hg38
chr1	109112748	109113247	-	CFAP276	hg38
chr1	109113615	109114114	+	ELAPOR1	hg38
chr1	109213418	109213917	+	SARS1	hg38
chr1	109249039	109249538	+	CELSR2	hg38
chr1	109283146	109283645	-	PSRC1	hg38
chr1	109307012	109307511	-	MYBPHL	hg38
chr1	109397919	109398418	-	SORT1	hg38
chr1	109426449	109426948	-	PSMA5	hg38
chr1	109466046	109466545	+	SYPL2	hg38
chr1	109483405	109483904	+	ATXN7L2	hg38
chr1	109493594	109494093	+	CYB561D1	hg38
chr1	109509728	109510227	-	AMIGO1	hg38
chr1	109539372	109539871	+	GPR61	hg38
chr1	109548115	109548614	+	GNAI3	hg38
chr1	109619617	109620116	-	GNAT2	hg38
chr1	109619337	109619836	+	AMPD2	hg38
chr1	109655599	109656098	+	GSTM4	hg38
chr1	109667557	109668056	+	GSTM2	hg38
chr1	109687317	109687816	+	GSTM1	hg38
chr1	109711751	109712250	+	GSTM5	hg38
chr1	109741039	109741538	-	GSTM3	hg38
chr1	109763924	109764423	-	EPS8L3	hg38
chr1	109910349	109910848	+	CSF1	hg38
chr1	109984265	109984764	+	AHCYL1	hg38
chr1	110034124	110034623	+	STRIP1	hg38
chr1	110070673	110071172	-	ALX3	hg38
chr1	110111943	110112442	+	UBL4B	hg38
chr1	110149994	110150493	+	SLC6A17	hg38
chr1	110209814	110210313	+	KCNC4	hg38
chr1	110338877	110339376	+	RBM15	hg38
chr1	110391027	110391526	-	SLC16A4	hg38
chr1	110407695	110408194	-	LAMTOR5	hg38
chr1	110450649	110451148	+	PROK1	hg38
chr1	110519176	110519675	-	KCNA10	hg38
chr1	110606359	110606858	-	KCNA2	hg38
chr1	110674941	110675440	-	KCNA3	hg38
chr1	110872648	110873147	+	CD53	hg38
chr1	110963923	110964422	-	LRIF1	hg38
chr1	111140094	111140593	-	DRAM2	hg38
chr1	111139723	111140222	+	CEPT1	hg38
chr1	111200647	111201146	-	DENND2D	hg38
chr1	111227213	111227712	+	CHI3L2	hg38
chr1	111290351	111290850	+	CHIA	hg38
chr1	111346122	111346621	+	PIFO	hg38
chr1	111427736	111428235	-	OVGP1	hg38
chr1	111449257	111449756	-	WDR77	hg38
chr1	111448964	111449463	+	ATP5PB	hg38
chr1	111473484	111473983	+	C1orf162	hg38
chr1	111503634	111504133	-	TMIGD3	hg38
chr1	111503634	111504133	-	ADORA3	hg38
chr1	111619289	111619788	+	RAP1A	hg38
chr1	111739396	111739895	-	INKA2	hg38
chr1	111755401	111755900	+	DDX20	hg38
chr1	111989669	111990168	-	KCND3	hg38
chr1	112395714	112396213	+	CTTNBP2NL	hg38
chr1	112508465	112508964	+	WNT2B	hg38
chr1	112619142	112619641	-	ST7L	hg38
chr1	112619332	112619831	+	CAPZA1	hg38
chr1	112674159	112674658	+	MOV10	hg38
chr1	112707128	112707627	-	RHOC	hg38
chr1	112715333	112715832	-	PPM1J	hg38
chr1	112718405	112718904	+	TAFA3	hg38
chr1	112956197	112956696	-	SLC16A1	hg38
chr1	113072698	113073197	+	LRIG2	hg38
chr1	113390015	113390514	+	MAGI3	hg38
chr1	113759487	113759986	-	PHTF1	hg38
chr1	113812477	113812976	-	RSBN1	hg38
chr1	113871713	113872212	-	PTPN22	hg38
chr1	113887582	113888081	-	BCL2L15	hg38
chr1	113904800	113905299	-	AP4B1	hg38
chr1	113904826	113905325	+	DCLRE1B	hg38
chr1	113928824	113929323	+	HIPK1	hg38
chr1	113978974	113979473	+	OLFML3	hg38
chr1	114153870	114154369	-	SYT6	hg38
chr1	114511204	114511703	-	TRIM33	hg38
chr1	114581616	114582115	-	BCAS2	hg38
chr1	114670050	114670549	-	DENND2C	hg38
chr1	114695547	114696046	-	AMPD1	hg38
chr1	114716772	114717271	-	NRAS	hg38
chr1	114757985	114758484	-	CSDE1	hg38
chr1	114780686	114781185	-	SIKE1	hg38
chr1	114854363	114854862	+	SYCP1	hg38
chr1	115029326	115029825	+	TSHB	hg38
chr1	115089504	115090003	-	TSPAN2	hg38
chr1	115338250	115338749	-	NGF	hg38
chr1	115641470	115641969	+	VANGL1	hg38
chr1	115768715	115769214	-	CASQ2	hg38
chr1	115841127	115841626	-	NHLH2	hg38
chr1	115976013	115976512	+	SLC22A15	hg38
chr1	116110899	116111398	+	MAB21L3	hg38
chr1	116372744	116373243	+	ATP1A1	hg38
chr1	116571027	116571526	-	CD58	hg38
chr1	116667734	116668233	-	IGSF3	hg38
chr1	116753930	116754429	+	CD2	hg38
chr1	116909416	116909915	+	PTGFRN	hg38
chr1	117001260	117001759	+	CD101	hg38
chr1	117059826	117060325	+	TTF2	hg38
chr1	117121750	117122249	-	TRIM45	hg38
chr1	117210928	117211427	-	VTCN1	hg38
chr1	117366949	117367448	+	MAN1A2	hg38
chr1	117605548	117606047	+	TENT5C	hg38
chr1	117929622	117930121	-	GDAP2	hg38
chr1	117929239	117929738	+	WDR3	hg38
chr1	118185229	118185728	-	SPAG17	hg38
chr1	118988344	118988843	-	TBX15	hg38
chr1	119140654	119141153	-	WARS2	hg38
chr1	119368285	119368784	+	HAO2	hg38
chr1	119414650	119415149	+	HSD3B2	hg38
chr1	119506710	119507209	+	HSD3B1	hg38
chr1	119648267	119648766	-	ZNF697	hg38
chr1	119711434	119711933	+	PHGDH	hg38
chr1	119768906	119769405	-	HMGCS2	hg38
chr1	119811461	119811960	-	REG4	hg38
chr1	119896516	119897015	-	ADAM30	hg38
chr1	120069663	120070162	-	NOTCH2	hg38
chr1	120176521	120177020	-	SEC22B	hg38
chr1	120414535	120415034	+	NBPF8	hg38
chr1	120723445	120723944	+	NBPF26	hg38
chr1	120723445	120723944	+	NOTCH2NLR	hg38
chr1	120889271	120889770	+	PPIAL4A	hg38
chr1	121184341	121184840	-	FAM72B	hg38
chr1	121184475	121184974	+	SRGAP2C	hg38
chr1	143905978	143906477	-	H3-7	hg38
chr1	143971987	143972486	-	FAM72C	hg38
chr1	144373635	144374134	-	PPIAL4E	hg38
chr1	144461670	144462169	-	NBPF15	hg38
chr1	144592393	144592892	+	PPIAL4F	hg38
chr1	145095329	145095828	-	SRGAP2B	hg38
chr1	145095474	145095973	+	FAM72D	hg38
chr1	145242175	145242674	-	PPIAL4D	hg38
chr1	145425604	145426103	-	NBPF20	hg38
chr1	145607488	145607987	+	GPR89A	hg38
chr1	145707369	145707868	-	PDZK1	hg38
chr1	145718999	145719498	+	CD160	hg38
chr1	145824096	145824595	-	RNF115	hg38
chr1	145823700	145824199	+	POLR3C	hg38
chr1	145845130	145845629	+	NUDT17	hg38
chr1	145859082	145859581	-	PIAS3	hg38
chr1	145885867	145886366	-	ANKRD35	hg38
chr1	145910051	145910550	-	ITGA10	hg38
chr1	145918718	145919217	-	PEX11B	hg38
chr1	145927485	145927984	-	RBM8A	hg38
chr1	145958018	145958517	-	LIX1L	hg38
chr1	145964190	145964689	+	POLR3GL	hg38
chr1	145964576	145965075	-	ANKRD34A	hg38
chr1	145996580	145997079	-	TXNIP	hg38
chr1	146021736	146022235	-	HJV	hg38
chr1	146144805	146145304	-	NBPF10	hg38
chr1	146229022	146229521	-	NOTCH2NLA	hg38
chr1	146344766	146345265	-	PPIAL4H	hg38
chr1	146937824	146938323	+	NBPF12	hg38
chr1	147172471	147172970	-	PRKAB2	hg38
chr1	147242184	147242683	+	CHD1L	hg38
chr1	147225340	147225839	-	FMO5	hg38
chr1	147541001	147541500	+	BCL9	hg38
chr1	147670525	147671024	-	ACP6	hg38
chr1	147760603	147761102	-	GJA5	hg38
chr1	147902295	147902794	+	GJA8	hg38
chr1	147927920	147928419	+	GPR89B	hg38
chr1	148152282	148152781	-	NBPF11	hg38
chr1	148483303	148483802	-	PPIAL4G	hg38
chr1	148596012	148596511	-	NBPF14	hg38
chr1	148679747	148680246	-	NOTCH2NLB	hg38
chr1	148748274	148748773	+	NUDT4B	hg38
chr1	148843928	148844427	+	PDE4DIP	hg38
chr1	149103552	149104051	-	NBPF9	hg38
chr1	149390121	149390620	+	NOTCH2NLC	hg38
chr1	149474545	149475044	+	NBPF19	hg38
chr1	149583348	149583847	+	PPIAL4C	hg38
chr1	149812371	149812870	-	H2BC18	hg38
chr1	149782194	149782693	+	FCGR1A	hg38
chr1	149813694	149814193	-	H3C13	hg38
chr1	149832157	149832656	+	H4C14	hg38
chr1	149841209	149841708	-	H3C14	hg38
chr1	149842751	149843250	-	H2AC18	hg38
chr1	149850561	149851060	+	H2AC19	hg38
chr1	149852108	149852607	+	H3C15	hg38
chr1	149861160	149861659	-	H4C15	hg38
chr1	149886683	149887182	-	H2BC21	hg38
chr1	149886418	149886917	+	H2AC20	hg38
chr1	149887966	149888465	-	H2AC21	hg38
chr1	149899068	149899567	+	BOLA1	hg38
chr1	149917845	149918344	-	SV2A	hg38
chr1	149927804	149928303	-	SF3B4	hg38
chr1	149936880	149937379	-	MTMR11	hg38
chr1	150010727	150011226	-	OTUD7B	hg38
chr1	150067276	150067775	+	VPS45	hg38
chr1	150149416	150149915	+	PLEKHO1	hg38
chr1	150236113	150236612	-	ANP32E	hg38
chr1	150257274	150257773	+	CA14	hg38
chr1	150269017	150269516	-	APH1A	hg38
chr1	150272290	150272789	+	C1orf54	hg38
chr1	150282054	150282553	+	CIART	hg38
chr1	150293361	150293860	+	MRPS21	hg38
chr1	150321033	150321532	+	PRPF3	hg38
chr1	150363647	150364146	+	RPRD2	hg38
chr1	150486919	150487418	+	TARS2	hg38
chr1	150507609	150508108	+	ECM1	hg38
chr1	150548908	150549407	+	ADAMTSL4	hg38
chr1	150579611	150580110	-	MCL1	hg38
chr1	150629613	150630112	-	ENSA	hg38
chr1	150697155	150697654	-	GOLPH3L	hg38
chr1	150720896	150721395	-	HORMAD1	hg38
chr1	150765779	150766278	-	CTSS	hg38
chr1	150808261	150808760	-	CTSK	hg38
chr1	150876600	150877099	-	ARNT	hg38
chr1	150886636	150887135	+	CTXND2	hg38
chr1	150925863	150926362	+	SETDB1	hg38
chr1	150974836	150975335	-	CERS2	hg38
chr1	150981792	150982291	+	ANXA9	hg38
chr1	151006903	151007402	-	MINDY1	hg38
chr1	151007949	151008448	+	PRUNE1	hg38
chr1	151036086	151036585	+	BNIPL	hg38
chr1	151047251	151047750	+	C1orf56	hg38
chr1	151059623	151060122	-	CDC42SE1	hg38
chr1	151059897	151060396	+	MLLT11	hg38
chr1	151070261	151070760	+	GABPB2	hg38
chr1	151146632	151147131	-	SEMA6C	hg38
chr1	151165903	151166402	-	LYSMD1	hg38
chr1	151156149	151156648	+	TNFAIP8L2	hg38
chr1	151165644	151166143	+	SCNM1	hg38
chr1	151175982	151176481	-	TMOD4	hg38
chr1	151190198	151190697	-	VPS72	hg38
chr1	151198052	151198551	+	PIP5K1A	hg38
chr1	151254234	151254733	+	PSMD4	hg38
chr1	151281799	151282298	+	ZNF687	hg38
chr1	151327417	151327916	-	PI4KB	hg38
chr1	151347253	151347752	-	RFX5	hg38
chr1	151372706	151373205	-	SELENBP1	hg38
chr1	151399073	151399572	+	PSMB4	hg38
chr1	151459495	151459994	-	POGZ	hg38
chr1	151510887	151511386	+	CGN	hg38
chr1	151539809	151540308	+	TUFT1	hg38
chr1	151611550	151612049	+	SNX27	hg38
chr1	151716804	151717303	-	CELF3	hg38
chr1	151721022	151721521	+	RIIAD1	hg38
chr1	151763497	151763996	-	MRPL9	hg38
chr1	151766155	151766654	+	OAZ3	hg38
