seqnames	start	end	strand	gene
chr1	13698406	13698905	-	PRAMEF19
chr1	13715592	13716091	+	PRAMEF17
chr1	13736407	13736906	+	PRAMEF20
chr1	13840243	13840742	-	LRRC38
chr1	13909752	13910251	+	PDPN
chr1	14030850	14031349	+	PRDM2
chr1	15479729	15480228	+	TMEM51
chr1	15498121	15498620	-	C1orf195
chr1	15735891	15736390	+	EFHD2
chr1	15764438	15764937	+	CTRC
chr1	15782723	15783222	+	CELA2A
chr1	15802096	15802595	+	CELA2B
chr1	15850941	15851440	-	CASP9
chr1	15911606	15912105	-	AGMAT
chr1	15943453	15943952	+	DDI2
chr1	15985708	15986207	+	RSC1A1
chr1	16010327	16010826	+	PLEKHM2
chr1	16062309	16062808	+	SLC25A34
chr1	16068487	16068986	+	TMEM82
chr1	16090494	16090993	+	FBLIM1
chr1	16134195	16134694	-	UQCRHL
chr1	16302628	16303127	-	ZBTB17
chr1	16330231	16330730	+	C1orf64
chr1	16345286	16345785	-	HSPB7
chr1	16347986	16348485	+	CLCNKA
chr1	16369731	16370230	+	CLCNKB
chr1	16400128	16400627	-	FAM131C
chr1	16482605	16483104	-	EPHA2
chr1	16539167	16539666	-	ARHGEF19
chr1	16563660	16564159	-	RSG1
chr1	16693025	16693524	+	SZRD1
chr1	16763920	16764419	-	SPATA21
chr1	16864719	16865218	+	FAM231B
chr1	16998998	16999497	+	FAM231A
chr1	17090976	17091475	-	MST1L
chr1	17247945	17248444	+	CROCC
chr1	17338468	17338967	-	ATP13A2
chr1	17380666	17381165	-	SDHB
chr1	17575093	17575592	+	PADI3
chr1	17634190	17634689	+	PADI4
chr1	17698191	17698690	+	PADI6
chr1	17765060	17765559	-	RCC2
chr1	18806924	18807423	+	KLHDC7A
chr1	19186156	19186655	-	TAS1R2
chr1	19229294	19229793	-	ALDH4A1
chr1	19578054	19578553	-	EMC1
chr1	19577575	19578074	+	MRTO4
chr1	19615281	19615780	-	AKR7A3
chr1	19638641	19639140	-	AKR7A2
chr1	19638240	19638739	+	PQLC2
chr1	19922971	19923470	+	MINOS1
chr1	19922971	19923470	+	MINOS1-NBL1
chr1	19969223	19969722	+	NBL1
chr1	19991280	19991779	+	HTR6
chr1	20141772	20142271	-	RNF186
chr1	20208388	20208887	+	OTUD3
chr1	20250111	20250610	-	PLA2G2E
chr1	20306153	20306652	-	PLA2G2A
chr1	20396201	20396700	+	PLA2G5
chr1	20446060	20446559	-	PLA2G2D
chr1	20465323	20465822	+	PLA2G2F
chr1	20503858	20504357	-	PLA2G2C
chr1	20512071	20512570	+	UBXN10
chr1	20616912	20617411	+	VWA5B1
chr1	20812729	20813228	-	CAMK2N1
chr1	20834675	20835174	-	MUL1
chr1	20878432	20878931	+	FAM43B
chr1	20914944	20915443	+	CDA
chr1	20988038	20988537	-	DDOST
chr1	21044511	21045010	-	KIF17
chr1	21059134	21059633	-	SH2D5
chr1	21616983	21617482	-	ECE1
chr1	21766083	21766582	+	NBPF3
chr1	21995857	21996356	-	RAP1GAP
chr1	22302887	22303386	+	CELA3B
chr1	22327649	22328148	+	CELA3A
chr1	22469520	22470019	-	WNT4
chr1	22889495	22889994	+	EPHA8
chr1	22962755	22963254	+	C1QA
chr1	22969610	22970109	+	C1QC
chr1	22978974	22979473	+	C1QB
chr1	23298810	23299309	-	LACTBL1
chr1	23342344	23342843	-	C1orf234
chr1	23345441	23345940	+	KDM1A
chr1	23521223	23521722	-	HTR1D
chr1	23670858	23671357	-	HNRNPR
chr1	23694880	23695379	-	ZNF436
chr1	23810751	23811250	-	ASAP3
chr1	23886286	23886785	-	ID3
chr1	23953324	23953823	+	MDS2
chr1	24017769	24018268	+	RPL11
chr1	24069356	24069855	+	ELOA
chr1	24104376	24104875	+	PITHD1
chr1	24117146	24117645	+	LYPLA2
chr1	24126061	24126560	-	GALE
chr1	24151950	24152449	-	HMGCL
chr1	24194860	24195359	-	FUCA1
chr1	24239818	24240317	-	CNR2
chr1	24285801	24286300	+	PNRC2
chr1	24306954	24307453	-	SRSF10
chr1	24438666	24439165	-	MYOM3
chr1	24469776	24470275	-	IL22RA1
chr1	24645312	24645811	+	GRHL3
chr1	24740263	24740762	-	STPG1
chr1	24833584	24834083	+	RCAN3
chr1	24969094	24969593	+	SRRM1
chr1	25291502	25292001	-	RUNX3
chr1	25559014	25559513	-	SYF2
chr1	25574011	25574510	-	RSRP1
chr1	25598477	25598976	+	RHD
chr1	25664289	25664788	+	TMEM50A
chr1	25869576	25870075	+	LDLRAP1
chr1	26126167	26126666	+	SELENON
chr1	26146819	26147318	+	MTFR1L
chr1	26185950	26186449	-	AUNIP
chr1	26197745	26198244	-	PAQR7
chr1	26324649	26325148	-	PAFAH2
chr1	26347771	26348270	+	EXTL1
chr1	26372630	26373129	-	SLC30A2
chr1	26394126	26394625	-	TRIM63
chr1	26437768	26438267	+	PDIK1L
chr1	26485011	26485510	+	FAM110D
chr1	26495888	26496387	+	ZNF593
chr1	26503481	26503980	+	CNKSR1
chr1	26516619	26517118	+	CATSPER4
chr1	26560144	26560643	+	CEP85
chr1	26633196	26633695	-	UBXN11
chr1	26643911	26644410	+	CD52
chr1	26680622	26681121	-	AIM1L
chr1	26699286	26699785	-	ZNF683
chr1	26758273	26758772	+	DHDDS
chr1	26798402	26798901	+	HMGN2
chr1	26871843	26872342	+	RPS6KA1
chr1	27022022	27022521	+	ARID1A
chr1	27114179	27114678	+	PIGV
chr1	27152701	27153200	+	ZDHHC18
chr1	27189133	27189632	+	SFN
chr1	27216870	27217369	-	GPN2
chr1	27226963	27227462	-	GPATCH3
chr1	27240568	27241067	-	NR0B2
chr1	27286902	27287401	-	KDF1
chr1	27319695	27320194	+	TRNP1
chr1	27339334	27339833	-	FAM46B
chr1	27481622	27482121	-	SLC9A1
chr1	27560507	27561006	+	WDTC1
chr1	27667983	27668482	+	SYTL1
chr1	27693358	27693857	-	MAP3K6
chr1	27701344	27701843	-	FCN3
chr1	27709824	27710323	-	CD164L2
chr1	27718648	27719147	+	GPR3
chr1	27952752	27953251	-	FGR
chr1	27998725	27999224	-	IFI6
chr1	28051990	28052489	+	FAM76A
chr1	28099194	28099693	+	STX12
chr1	28156752	28157251	+	PPP1R8
chr1	28198554	28199053	+	THEMIS2
chr1	28241309	28241808	-	RPA2
chr1	28260966	28261465	+	SMPDL3B
chr1	28285473	28285972	+	XKR8
chr1	28503456	28503955	-	PTAFR
chr1	28559543	28560042	-	DNAJC8
chr1	28562102	28562601	+	ATPIF1
chr1	28585463	28585962	+	SESN2
chr1	28655013	28655512	+	MED18
chr1	28764161	28764660	+	PHACTR4
chr1	28844245	28844744	+	RCC1
chr1	28879029	28879528	+	TRNAU1AP
chr1	28918507	28919006	+	RAB42
chr1	28994740	28995239	+	GMEB1
chr1	29062636	29063135	+	YTHDF2
chr1	29138154	29138653	+	OPRD1
chr1	29449014	29449513	-	TMEM200B
chr1	29557471	29557970	-	MECR
chr1	31230684	31231183	-	LAPTM5
chr1	31381481	31381980	-	SDC3
chr1	31712735	31713234	-	NKAIN1
chr1	31769645	31770144	-	SNRNP40
chr1	31769329	31769828	+	ZCCHC17
chr1	31846136	31846635	-	FABP3
chr1	31881912	31882411	+	SERINC2
chr1	32041586	32042085	+	TINAGL1
chr1	32082801	32083300	+	HCRTR1
chr1	32110839	32111338	-	PEF1
chr1	32169769	32170268	-	COL16A1
chr1	32229665	32230164	-	ADGRB2
chr1	32281653	32282152	-	SPOCD1
chr1	32538000	32538499	+	TMEM39B
chr1	32644845	32645344	+	TXLNA
chr1	32665487	32665986	+	CCDC28B
chr1	32670736	32671235	+	IQCC
chr1	32674195	32674694	+	DCDC2B
chr1	32687973	32688472	-	TMEM234
chr1	32686685	32687184	+	EIF3I
chr1	32712318	32712817	+	FAM167B
chr1	32739212	32739711	+	LCK
chr1	32801841	32802340	-	MARCKSL1
chr1	32827845	32828344	-	FAM229A
chr1	32827362	32827861	+	TSSK3
chr1	32860063	32860562	-	BSDC1
chr1	32930158	32930657	+	ZBTB8B
chr1	33116192	33116691	-	ZBTB8OS
chr1	33116249	33116748	+	RBBP4
chr1	33207012	33207511	+	KIAA1522
chr1	33283634	33284133	-	YARS
chr1	33336415	33336914	-	FNDC5
chr1	33351598	33352097	+	HPCA
chr1	33367042	33367541	-	TMEM54
chr1	33502513	33503012	-	AK2
chr1	33647672	33648171	-	TRIM62
chr1	33721674	33722173	+	ZNF362
chr1	33786700	33787199	-	A3GALT2
chr1	34325576	34326075	+	HMGB4
chr1	34642053	34642552	+	C1orf94
chr1	35220148	35220647	+	GJB5
chr1	35224842	35225341	+	GJB4
chr1	35247411	35247910	+	GJB3
chr1	35258099	35258598	+	GJA4
chr1	35324647	35325146	-	SMIM12
chr1	35450949	35451448	-	TMEM35B
chr1	35497570	35498069	-	ZMYM6
chr1	35544464	35544963	+	ZMYM1
chr1	36022893	36023392	+	NCDN
chr1	36107446	36107945	-	PSMB2
chr1	36184791	36185290	-	C1orf216
chr1	36235552	36236051	-	CLSPN
chr1	36348296	36348795	+	AGO1
chr1	36549176	36549675	+	TEKT2
chr1	36553953	36554452	+	ADPRHL2
chr1	36615116	36615615	-	TRAPPC3
chr1	36621066	36621565	+	MAP7D1
chr1	36771494	36771993	+	SH3D21
chr1	36789250	36789749	-	EVA1B
chr1	36863561	36864060	-	LSM10
chr1	36916087	36916586	-	OSCP1
chr1	36930041	36930540	-	MRPS15
chr1	36948916	36949415	-	CSF3R
chr1	37939619	37940118	+	ZC3H12A
chr1	37980421	37980920	-	MEAF6
chr1	38022020	38022519	+	DNALI1
chr1	38061587	38062086	-	GNL2
chr1	38100596	38101095	-	RSPO1
chr1	38156268	38156767	-	C1orf109
chr1	38157573	38158072	+	CDCA8
chr1	38230825	38231324	-	EPHA10
chr1	38259274	38259773	+	MANEAL
chr1	38272973	38273472	+	C1orf122
chr1	38325293	38325792	-	MTF1
chr1	38455783	38456282	-	SF3A3
chr1	38471188	38471687	-	FHL3
chr1	38477884	38478383	+	UTP11
chr1	38512451	38512950	-	POU3F1
chr1	39339051	39339550	-	MYCBP
chr1	39347299	39347798	-	GJA9
chr1	39395186	39395685	-	RHBDL2
chr1	39456416	39456915	+	AKIRIN1
chr1	39491467	39491966	+	NDUFS5
chr1	39874676	39875175	+	KIAA0754
chr1	40042522	40043021	-	PABPC4
chr1	40105349	40105848	-	HEYL
chr1	40137711	40138210	-	NT5C1A
chr1	40157158	40157657	-	HPCAL4
chr1	40204017	40204516	+	PPIE
chr1	40237021	40237520	-	OXCT2
chr1	40349184	40349683	-	TRIT1
chr1	40367688	40368187	-	MYCL
chr1	40420284	40420783	+	MFSD2A
chr1	40505755	40506254	+	CAP1
chr1	40563143	40563642	-	PPT1
chr1	40713073	40713572	+	TMCO2
chr1	40723222	40723721	+	ZMPSTE24
chr1	40782940	40783439	-	COL9A2
chr1	40838878	40839377	+	SMAP2
chr1	40915837	40916336	+	ZFP69B
chr1	40942802	40943301	+	ZFP69
chr1	40973891	40974390	+	EXO5
chr1	40996733	40997232	+	ZNF684
chr1	41131325	41131824	-	RIMS3
chr1	41204008	41204507	+	NFYC
chr1	41328019	41328518	-	CITED4
chr1	41444471	41444970	+	CTPS1
chr1	41487428	41487927	-	SLFNL1
chr1	41827103	41827602	+	FOXO6
chr1	41950355	41950854	-	EDN2
chr1	42618592	42619091	+	GUCA2B
chr1	42630396	42630895	-	GUCA2A
chr1	42921939	42922438	-	ZMYND12
chr1	42921665	42922164	+	PPCS
chr1	43000060	43000559	+	CCDC30
chr1	43123548	43124047	+	PPIH
chr1	43147406	43147905	+	YBX1
chr1	43205926	43206425	-	CLDN19
chr1	43232756	43233255	-	P3H1
chr1	43232416	43232915	+	C1orf50
chr1	43283060	43283559	-	SVBP
chr1	43290749	43291248	+	ERMAP
chr1	43311744	43312243	+	ZNF691
chr1	43424848	43425347	-	SLC2A1
chr1	43613094	43613593	+	FAM183A
chr1	43638242	43638741	-	EBNA1BP2
chr1	43735165	43735664	+	TMEM125
chr1	43751251	43751750	-	C1orf210
chr1	43802975	43803474	+	MPL
chr1	43824126	43824625	+	CDC20
chr1	43833410	43833909	-	ELOVL1
chr1	43855484	43855983	-	MED8
chr1	43919661	43920160	-	HYI
chr1	44115297	44115796	+	KDM4A
chr1	44398492	44398991	+	ARTN
chr1	44435153	44435652	+	DPH2
chr1	44439820	44440319	+	ATP6V0B
chr1	44445108	44445607	+	B4GALT2
chr1	44456780	44457279	+	CCDC24
chr1	44483013	44483512	-	SLC6A9
chr1	44584022	44584521	+	KLF17
chr1	44678625	44679124	+	DMAP1
chr1	45140281	45140780	-	TMEM53
chr1	45139894	45140393	+	C1orf228
chr1	45240746	45241245	+	RPS8
chr1	45253427	45253926	-	BEST4
chr1	45265397	45265896	+	PLK3
chr1	45272958	45273457	-	TCTEX1D4
chr1	45273654	45274153	+	BTBD19
chr1	45308617	45309116	-	PTCH2
chr1	45477028	45477527	-	HECTD3
chr1	45477305	45477804	+	UROD
chr1	45792045	45792544	+	HPDL
chr1	45806143	45806642	-	MUTYH
chr1	45804842	45805341	+	TOE1
chr1	45965356	45965855	+	MMACHC
chr1	45987611	45988110	-	PRDX1
chr1	46015955	46016454	+	AKR1A1
chr1	46049160	46049659	+	NASP
chr1	46089732	46090231	-	CCDC17
chr1	46153347	46153846	+	TMEM69
chr1	46216486	46216985	-	IPP
chr1	46640249	46640748	+	TSPAN1
chr1	46668506	46669005	+	LURAP1
chr1	46712867	46713366	+	RAD54L
chr1	46769039	46769538	-	LRRC41
chr1	46768785	46769284	+	UQCRH
chr1	46805349	46805848	+	NSUN4
chr1	46859439	46859938	+	FAAH
chr1	46972168	46972667	+	DMBX1
chr1	47017330	47017829	-	KNCN
chr1	47080806	47081305	-	MOB3C
chr1	47134100	47134599	-	ATPAF1
chr1	47137005	47137504	+	TEX38
chr1	47184737	47185236	-	EFCAB14
chr1	47264170	47264669	+	CYP4B1
chr1	47407157	47407656	-	CYP4A11
chr1	47488740	47489239	+	CYP4X1
chr1	47602597	47603096	+	CYP4A22
chr1	47655772	47656271	-	PDZK1IP1
chr1	47697388	47697887	-	TAL1
chr1	47779820	47780319	-	STIL
chr1	47881244	47881743	+	FOXE3
chr1	47901189	47901688	+	FOXD2
chr1	48687857	48688356	+	SLC5A9
chr1	49242642	49243141	-	BEND5
chr1	50889120	50889619	-	DMRTA2
chr1	51435142	51435641	+	CDKN2C
chr1	51567406	51567905	+	C1orf185
chr1	51701445	51701944	+	RNF11
chr1	52521844	52522343	-	TXNDC12
chr1	52499473	52499972	-	KTI12
chr1	52521357	52521856	+	BTF3L4
chr1	52870144	52870643	-	ORC1
chr1	52869719	52870218	+	PRPF38A
chr1	53067543	53068042	+	GPX7
chr1	53098516	53099015	+	FAM159A
chr1	53164039	53164538	-	COA7
chr1	53387447	53387946	-	ECHDC2
chr1	53527224	53527723	+	PODN
chr1	53608305	53608804	-	SLC1A7
chr1	53661601	53662100	+	CPT2
chr1	53686312	53686811	-	C1orf123
chr1	53704283	53704782	-	MAGOH
chr1	53924572	53925071	+	DMRTB1
chr1	54355488	54355987	-	YIPF1
chr1	54359360	54359859	+	DIO1
chr1	54411499	54411998	+	LRRC42
chr1	54483860	54484359	-	LDLRAD1
chr1	54519112	54519611	-	TMEM59
chr1	54618680	54619179	-	CDCP2
chr1	54665340	54665839	+	MRPL37
chr1	55089201	55089700	-	FAM151A
chr1	55106913	55107412	+	MROH7
chr1	55180995	55181494	+	TTC4
chr1	55230227	55230726	-	PARS2
chr1	55266942	55267441	-	TTC22
chr1	55271236	55271735	+	LEXM
chr1	55352922	55353421	-	DHCR24
chr1	55445837	55446336	+	TMEM61
chr1	55464117	55464616	+	BSND
chr1	55504649	55505148	+	PCSK9
chr1	57319943	57320442	+	C8A
chr1	59043167	59043666	-	TACSTD2
chr1	59165748	59166247	-	MYSM1
chr1	59249786	59250285	-	JUN
chr1	60392471	60392970	-	CYP2J2
chr1	60539443	60539942	-	C1orf87
chr1	62191096	62191595	-	TM2D1
chr1	62659974	62660473	+	L1TD1
chr1	63062658	63063157	+	ANGPTL3
chr1	63788230	63788729	+	FOXD3
chr1	63832761	63833260	+	ALG6
chr1	63988472	63988971	+	EFCAB7
chr1	64668801	64669300	+	UBE2U
chr1	65885899	65886398	+	LEPROT
chr1	67266943	67267442	-	INSL5
chr1	67390078	67390577	+	MIER1
chr1	67600655	67601154	-	C1orf141
chr1	67772547	67773046	+	IL12RB2
chr1	68150360	68150859	+	GADD45A
chr1	68517315	68517814	-	DIRAS3
chr1	68915643	68916142	-	RPE65
chr1	70670865	70671364	+	SRSF11
chr1	70819993	70820492	+	HHLA3
chr1	70876401	70876900	+	CTH
chr1	71546973	71547472	-	ZRANB2
chr1	74663396	74663895	+	FPGT
chr1	75199093	75199592	-	CRYZ
chr1	75198340	75198839	+	TYW3
chr1	75593619	75594118	+	LHX8
chr1	76189532	76190031	+	ACADM
chr1	76251379	76251878	+	RABGGTB
chr1	76398117	76398616	-	ASB17
chr1	78225565	78226064	-	USP33
chr1	78444890	78445389	-	FUBP1
chr1	78470012	78470511	+	DNAJB4
chr1	78956228	78956727	+	PTGFR
chr1	79085567	79086066	+	IFI44L
chr1	79114977	79115476	+	IFI44
chr1	84863715	84864214	+	DNASE2B
chr1	84944420	84944919	+	RPF1
chr1	84972263	84972762	-	GNG5
chr1	84971484	84971983	+	SPATA1
chr1	85040164	85040663	-	CTBS
chr1	85156152	85156651	-	SSX2IP
chr1	85514224	85514723	-	MCOLN3
chr1	85666729	85667228	-	SYDE2
chr1	85742588	85743087	-	BCL10
chr1	86045944	86046443	+	CYR61
chr1	86174117	86174616	-	ZNHIT6
chr1	86862026	86862525	-	ODF2L
chr1	86934026	86934525	+	CLCA1
chr1	87169753	87170252	+	SH3GLB1
chr1	87380049	87380548	-	SELENOF
chr1	87793651	87794150	+	LMO4
chr1	89357302	89357801	-	GTF2B
chr1	89458644	89459143	-	KYAT3
chr1	89458644	89459143	-	RBMXL1
chr1	89488550	89489049	-	GBP3
chr1	89591843	89592342	-	GBP2
chr1	89641724	89642223	-	GBP7
chr1	89738545	89739044	-	GBP5
chr1	89828936	89829435	+	GBP6
chr1	90460154	90460653	+	ZNF326
chr1	91182795	91183294	-	BARHL2
chr1	91487813	91488312	-	ZNF644
chr1	91966165	91966664	+	CDC7
chr1	92414428	92414927	+	BRDT
chr1	92495033	92495532	+	EPHX4
chr1	92541030	92541529	-	SETSIP
chr1	92545362	92545861	+	BTBD8
chr1	92633915	92634414	+	KIAA1107
chr1	92683073	92683572	+	C1orf146
chr1	92764567	92765066	-	GLMN
chr1	92949357	92949856	-	GFI1
chr1	93297094	93297593	+	RPL5
chr1	93646247	93646746	-	TMED5
chr1	93810978	93811477	+	DR1
chr1	94344763	94345262	-	DNTTIP2
chr1	94703308	94703807	-	ARHGAP29
chr1	95007414	95007913	-	F3
chr1	95392780	95393279	-	CNN3
chr1	95538508	95539007	-	ALG14
chr1	95582394	95582893	+	TMEM56
chr1	95699211	95699710	+	RWDD3
chr1	99470450	99470949	-	PLPPR5
chr1	100231350	100231849	-	FRRS1
chr1	100315545	100316044	+	AGL
chr1	100435492	100435991	+	SLC35A3
chr1	100598652	100599151	-	SASS6
chr1	100598206	100598705	+	TRMT13
chr1	100643830	100644329	-	LRRC39
chr1	100731214	100731713	+	RTCA
chr1	101003228	101003727	+	GPR88
chr1	101360736	101361235	-	EXTL2
chr1	101361134	101361633	+	SLC30A7
chr1	101491363	101491862	-	DPH5
chr1	101701805	101702304	+	S1PR1
chr1	102312637	102313136	-	OLFM3
chr1	104068134	104068633	-	LOC101928436
chr1	104096766	104097265	+	AMY2B
chr1	104159454	104159953	+	AMY2A
chr1	104238890	104239389	-	AMY1B
chr1	104291910	104292409	+	AMY1C
chr1	107598767	107599266	+	PRMT6
chr1	108742981	108743480	-	SLC25A24
chr1	108786704	108787203	-	NBPF4
chr1	108992404	108992903	+	NBPF6
chr1	109102471	109102970	+	FAM102B
chr1	109203745	109204244	-	HENMT1
chr1	109234432	109234931	+	PRPF38B
chr1	109255056	109255555	+	FNDC7
chr1	109399727	109400226	-	AKNAD1
chr1	109506122	109506621	-	CLCC1
chr1	109618625	109619124	-	TAF13
chr1	109632863	109633362	+	TMEM167B
chr1	109656480	109656979	-	C1orf194
chr1	109756015	109756514	+	SARS
chr1	109792141	109792640	+	CELSR2
chr1	109825791	109826290	-	PSRC1
chr1	109940568	109941067	-	SORT1
chr1	109969071	109969570	-	PSMA5
chr1	110008600	110009099	+	SYPL2
chr1	110026061	110026560	+	ATXN7L2
chr1	110036201	110036700	+	CYB561D1
chr1	110052337	110052836	-	AMIGO1
chr1	110081994	110082493	+	GPR61
chr1	110155706	110156205	-	GNAT2
chr1	110162703	110163202	+	AMPD2
chr1	110198198	110198697	+	GSTM4
chr1	110210144	110210643	+	GSTM2
chr1	110254364	110254863	+	GSTM5
chr1	110283661	110284160	-	GSTM3
chr1	110306645	110307144	-	EPS8L3
chr1	110452733	110453232	+	CSF1
chr1	110526887	110527386	+	AHCYL1
chr1	110576723	110577222	+	STRIP1
chr1	110613323	110613822	-	ALX3
chr1	110654562	110655061	+	UBL4B
chr1	110692636	110693135	+	SLC6A17
chr1	110933705	110934204	-	SLC16A4
chr1	110950547	110951046	-	LAMTOR5
chr1	110993288	110993787	+	PROK1
chr1	111061798	111062297	-	KCNA10
chr1	111148976	111149475	-	KCNA2
chr1	111217656	111218155	-	KCNA3
chr1	111415222	111415721	+	CD53
chr1	111506567	111507066	-	LRIF1
chr1	111682285	111682784	+	CEPT1
chr1	111743326	111743825	-	DENND2D
chr1	111769781	111770280	+	CHI3L2
chr1	111832974	111833473	+	CHIA
chr1	111888682	111889181	+	PIFO
chr1	111970400	111970899	-	OVGP1
chr1	111991931	111992430	-	WDR77
chr1	111991243	111991742	+	ATP5F1
chr1	112015991	112016490	+	C1orf162
chr1	112046744	112047243	-	TMIGD3
chr1	112046744	112047243	-	ADORA3
chr1	112282047	112282546	-	FAM212B
chr1	112297690	112298189	+	DDX20
chr1	113050870	113051369	+	WNT2B
chr1	113161575	113162074	+	CAPZA1
chr1	113216793	113217292	+	MOV10
chr1	113257951	113258450	-	PPM1J
chr1	113262689	113263188	+	FAM19A3
chr1	113498686	113499185	-	SLC16A1
chr1	114355099	114355598	-	RSBN1
chr1	114414382	114414881	-	PTPN22
chr1	114447546	114448045	-	AP4B1
chr1	114447415	114447914	+	DCLRE1B
chr1	114471496	114471995	+	HIPK1
chr1	114521513	114522012	+	OLFML3
chr1	115124266	115124765	-	BCAS2
chr1	115238240	115238739	-	AMPD1
chr1	115259516	115260015	-	NRAS
chr1	115300672	115301171	-	CSDE1
chr1	115323309	115323808	-	SIKE1
chr1	115571945	115572444	+	TSHB
chr1	116184750	116185249	+	VANGL1
chr1	116383334	116383833	-	NHLH2
chr1	116653876	116654375	+	MAB21L3
chr1	117113716	117114215	-	CD58
chr1	117236234	117236733	+	C1orf137
chr1	117452045	117452544	+	PTGFRN
chr1	117602449	117602948	+	TTF2
chr1	117664412	117664911	-	TRIM45
chr1	118148104	118148603	+	FAM46C
chr1	118472303	118472802	-	GDAP2
chr1	119530477	119530976	-	TBX15
chr1	119957243	119957742	+	HSD3B2
chr1	120049326	120049825	+	HSD3B1
chr1	120190391	120190890	-	ZNF697
chr1	120253919	120254418	+	PHGDH
chr1	120311556	120312055	-	HMGCS2
chr1	120354204	120354703	-	REG4
chr1	120387504	120388003	-	NBPF7
chr1	120439148	120439647	-	ADAM30
chr1	120935945	120936444	-	FCGR1B
chr1	145412691	145413190	+	HFE2
chr1	145437938	145438437	+	TXNIP
chr1	145470409	145470908	-	POLR3GL
chr1	145470008	145470507	+	ANKRD34A
chr1	145507057	145507556	+	RBM8A
chr1	145515665	145516164	+	PEX11B
chr1	145524391	145524890	+	ITGA10
chr1	145548709	145549208	+	ANKRD35
chr1	145575488	145575987	+	PIAS3
chr1	145589436	145589935	-	NUDT17
chr1	145610669	145611168	-	POLR3C
chr1	145715640	145716139	-	CD160
chr1	145827104	145827603	-	GPR89A
chr1	146644169	146644668	-	PRKAB2
chr1	146713791	146714290	+	CHD1L
chr1	147142635	147143134	-	ACP6
chr1	147232715	147233214	-	GJA5
chr1	147374446	147374945	+	GJA8
chr1	147955378	147955877	-	PPIAL4G
chr1	148202537	148203036	-	PPIAL4D
chr1	148560347	148560846	+	NBPF15
chr1	148643511	148644010	+	PPIAL4E
chr1	148805515	148806014	+	PPIAL4F
chr1	149673281	149673780	+	FAM231D
chr1	149783929	149784428	-	HIST2H2BF
chr1	149753750	149754249	+	FCGR1A
chr1	149785237	149785736	-	HIST2H3D
chr1	149803721	149804220	+	HIST2H4A
chr1	149812766	149813265	-	HIST2H3C
chr1	149814319	149814818	-	HIST2H2AA3
chr1	149822128	149822627	+	HIST2H2AA4
chr1	149823681	149824180	+	HIST2H3A
chr1	149832726	149833225	-	HIST2H4B
chr1	149858233	149858732	-	HIST2H2BE
chr1	149858025	149858524	+	HIST2H2AC
chr1	149859467	149859966	-	HIST2H2AB
chr1	149870635	149871134	+	BOLA1
chr1	149889435	149889934	-	SV2A
chr1	149900145	149900644	-	SF3B4
chr1	149908792	149909291	-	MTMR11
chr1	150121592	150122091	+	PLEKHO1
chr1	150208505	150209004	-	ANP32E
chr1	150229638	150230137	+	CA14
chr1	150241610	150242109	-	APH1A
chr1	150244187	150244686	+	C1orf54
chr1	150254443	150254942	+	CIART
chr1	150265762	150266261	+	MRPS21
chr1	150293428	150293927	+	PRPF3
chr1	150479987	150480486	+	ECM1
chr1	150521345	150521844	+	ADAMTSL4
chr1	150552215	150552714	-	MCL1
chr1	150669673	150670172	-	GOLPH3L
chr1	150693365	150693864	-	HORMAD1
chr1	150780918	150781417	-	CTSK
chr1	150849245	150849744	-	ARNT
chr1	150898315	150898814	+	SETDB1
chr1	150947480	150947979	-	CERS2
chr1	150953999	150954498	+	ANXA9
chr1	150980855	150981354	-	FAM63A
chr1	151008529	151009028	+	BNIPL
chr1	151019716	151020215	+	C1orf56
chr1	151032126	151032625	-	CDC42SE1
chr1	151031651	151032150	+	MLLT11
chr1	151042554	151043053	+	GABPB2
chr1	151119141	151119640	-	SEMA6C
chr1	151128605	151129104	+	TNFAIP8L2
chr1	151138371	151138870	-	LYSMD1
chr1	151137998	151138497	+	SCNM1
chr1	151148548	151149047	-	TMOD4
chr1	151162690	151163189	-	VPS72
chr1	151170521	151171020	+	PIP5K1A
chr1	151226676	151227175	+	PSMD4
chr1	151300192	151300691	-	PI4KB
chr1	151319770	151320269	-	RFX5
chr1	151345211	151345710	-	SELENBP1
chr1	151371541	151372040	+	PSMB4
chr1	151483362	151483861	+	CGN
chr1	151689297	151689796	-	CELF3
chr1	151693513	151694012	+	RIIAD1
chr1	151736393	151736892	-	MRPL9
chr1	151738631	151739130	+	OAZ3
chr1	151763011	151763510	-	TDRKH
chr1	151777919	151778418	-	LINGO4
chr1	151813034	151813533	-	C2CD4D
chr1	151826174	151826673	-	THEM5
chr1	151882362	151882861	-	THEM4
chr1	151966715	151967214	-	S100A10
chr1	152009512	152010011	-	S100A11
chr1	152053401	152053900	-	LOC100131107
chr1	152061541	152062040	-	TCHHL1
chr1	152087931	152088430	-	TCHH
chr1	152131705	152132204	-	RPTN
chr1	152196673	152197172	-	HRNR
chr1	152297680	152298179	-	FLG
chr1	152332483	152332982	-	FLG2
chr1	152386751	152387250	-	CRNN
chr1	152482820	152483319	+	LCE5A
chr1	152486478	152486977	+	CRCT1
chr1	152539230	152539729	-	LCE3E
chr1	152552981	152553480	-	LCE3D
chr1	152572638	152573137	+	LCE3C
chr1	152585787	152586286	+	LCE3B
chr1	152595580	152596079	-	LCE3A
chr1	152635387	152635886	+	LCE2D
